"Bldg No","Building Name","FISCYR","ACCTYR","ACCTMO","KW QTY","KW EST","KWH QTY","KWH EST","STEAM DKT","STEAM LBS","STEAM EST","TIER2 DKT","TIER2 EST","FIRM GAS DKT","FIRM GAS EST","TOTAL GAS  DKT","WATER MCF","WATER EST"
304,"STRAND UNION BUILDING",2015,2014,7,553.6,"E",279200,"E",NA,511149,NA,NA,NA,0,NA,501.2,25.56,NA
304,"STRAND UNION BUILDING",2015,2014,8,571.2,"E",254240,"E",NA,625813,NA,16,NA,0,NA,642.6,27.85,NA
304,"STRAND UNION BUILDING",2015,2014,9,624,"E",265320,"E",NA,929304,NA,NA,NA,0,NA,1021,33.42,NA
304,"STRAND UNION BUILDING",2015,2014,10,740.4,"E",251320,"E",NA,1114965,NA,NA,NA,0,NA,1435.6,37.83,NA
304,"STRAND UNION BUILDING",2015,2014,11,605.6,"E",205760,"E",NA,1326129,NA,NA,NA,0,NA,1680.1,32.3,NA
304,"STRAND UNION BUILDING",2015,2014,12,620.8,"E",170400,"E",NA,1145635,NA,NA,NA,0,NA,1469.6,28.74,NA
304,"STRAND UNION BUILDING",2015,2015,1,491.6,"E",164560,"E",NA,1333629,NA,NA,NA,0,NA,1756.7,15.53,NA
304,"STRAND UNION BUILDING",2015,2015,2,486,"E",178480,"E",NA,1183132,NA,NA,NA,0,NA,1565.3,26.61,NA
304,"STRAND UNION BUILDING",2015,2015,3,710.4,"E",216800,"E",NA,1179299,NA,NA,NA,0,NA,1551.9,27.07,NA
304,"STRAND UNION BUILDING",2015,2015,4,751.2,"E",211440,"E",NA,1072633,NA,NA,NA,0,NA,1377.4,28.98,NA
304,"STRAND UNION BUILDING",2015,2015,5,737.2,"E",219640,"E",1317,1036470,NA,NA,NA,0,NA,1346.5,60.64,NA
304,"STRAND UNION BUILDING",2016,2015,6,688.4,"E",255880,"E",NA,854140,NA,NA,NA,0,NA,797,23.53,NA
304,"STRAND UNION BUILDING",2016,2015,7,659.2,"E",281640,"E",NA,718643,NA,NA,NA,0,NA,654.6,29.85,NA
304,"STRAND UNION BUILDING",2016,2015,8,726,"E",273960,"E",NA,811139,NA,27,NA,0,NA,694.6,28.95,NA
304,"STRAND UNION BUILDING",2016,2015,9,758.4,"E",280080,"E",NA,1012635,NA,NA,NA,0,NA,1327.3,36.62,NA
304,"STRAND UNION BUILDING",2016,2015,10,686,"E",281160,"E",NA,1078801,NA,45,NA,0,NA,1398.2,36.29,NA
304,"STRAND UNION BUILDING",2016,2015,11,649.6,"E",212240,"E",NA,1333631,NA,NA,NA,0,NA,1779.7,33.53,NA
304,"STRAND UNION BUILDING",2016,2015,12,506.4,"E",182880,"E",NA,1248965,NA,NA,NA,0,NA,1657.5,28.33,NA
304,"STRAND UNION BUILDING",2016,2016,1,600.8,"E",174000,"E",NA,1104965,NA,NA,NA,0,NA,1439.4,14.57,NA
304,"STRAND UNION BUILDING",2016,2016,2,507.6,"E",213920,"E",NA,1144464,NA,NA,NA,0,NA,1504.7,28.58,NA
304,"STRAND UNION BUILDING",2016,2016,3,507.6,"E",214880,"E",NA,1147299,NA,NA,NA,0,NA,1396.2,33.79,NA
304,"STRAND UNION BUILDING",2016,2016,4,623.2,"E",232200,"E",1301,1022469,NA,NA,NA,0,NA,1337.5,28.21,NA
304,"STRAND UNION BUILDING",2016,2016,5,693.6,"E",222280,"E",NA,1052801,NA,NA,NA,0,NA,1316.9,33.66,NA
304,"STRAND UNION BUILDING",2017,2016,6,685.6,"E",235040,"E",NA,834140,NA,NA,NA,0,NA,801.3,21.03,NA
304,"STRAND UNION BUILDING",2017,2016,7,657.2,"E",216720,"E",NA,703310,NA,NA,NA,0,NA,547.4,27.68,NA
304,"STRAND UNION BUILDING",2017,2016,8,730,"E",266440,"E",NA,801807,NA,NA,NA,0,NA,656.3,26.5,NA
346,"SWINGLE HEALTH CENTER",2007,2007,1,61.6,NA,22801,NA,NA,661640,NA,NA,"E",0,NA,820.8,14.64,NA
346,"SWINGLE HEALTH CENTER",2007,2007,2,55.6,NA,15920,NA,NA,508313,NA,NA,NA,0,NA,659.3,19.13,NA
346,"SWINGLE HEALTH CENTER",2007,2007,3,64.4,"E",14961,NA,NA,450816,NA,NA,NA,0,NA,603.6,15.83,NA
346,"SWINGLE HEALTH CENTER",2007,2007,4,59.2,NA,16719,NA,NA,471648,NA,NA,"E",0,NA,598.2,22.42,NA
346,"SWINGLE HEALTH CENTER",2007,2007,5,67.6,NA,20759,NA,NA,293322,NA,NA,"E",0,NA,394.2,21.8,NA
346,"SWINGLE HEALTH CENTER",2008,2007,6,62.8,NA,16600,NA,NA,166660,NA,NA,NA,0,NA,231.6,11.52,NA
346,"SWINGLE HEALTH CENTER",2008,2007,7,71.99,NA,21200,NA,NA,111363,"E",NA,NA,0,NA,148,12.7,NA
346,"SWINGLE HEALTH CENTER",2008,2007,8,68.81,NA,23881,NA,NA,108235,"E",NA,NA,0,NA,193.9,20.47,NA
346,"SWINGLE HEALTH CENTER",2008,2007,9,72.4,NA,19480,NA,118,106359,"E",NA,NA,0,NA,120.9,24.56,NA
346,"SWINGLE HEALTH CENTER",2008,2007,10,72.4,NA,20040,NA,NA,207087,"E",NA,NA,0,NA,284.6,29.04,NA
346,"SWINGLE HEALTH CENTER",2008,2007,11,54.4,NA,14361,NA,NA,229610,"E",NA,NA,0,NA,292.3,21.66,NA
346,"SWINGLE HEALTH CENTER",2008,2007,12,51.6,NA,13320,NA,NA,358490,"E",NA,NA,0,NA,442.6,18.73,NA
346,"SWINGLE HEALTH CENTER",2008,2008,1,51.6,NA,16600,NA,NA,474859,"E",0,NA,0,NA,605.1,19.33,"E"
346,"SWINGLE HEALTH CENTER",2008,2008,2,53.6,NA,15201,NA,NA,289670,"E",7,NA,0,NA,382.5,22.05,NA
346,"SWINGLE HEALTH CENTER",2008,2008,3,51.6,NA,15120,NA,NA,299055,"E",NA,NA,0,NA,383.2,26.94,"E"
346,"SWINGLE HEALTH CENTER",2008,2008,4,55.6,NA,17520,NA,NA,301557,"E",NA,NA,0,NA,393.4,22.06,"E"
346,"SWINGLE HEALTH CENTER",2008,2008,5,64.4,NA,23680,NA,NA,310942,"E",NA,NA,0,NA,356.4,25.17,"E"
346,"SWINGLE HEALTH CENTER",2009,2008,6,62,NA,18880,NA,NA,210216,"E",4,NA,0,NA,283.4,19.79,"E"
346,"SWINGLE HEALTH CENTER",2009,2008,7,68,NA,27681,NA,NA,302183,"E",NA,NA,0,NA,377.1,22.05,"E"
346,"SWINGLE HEALTH CENTER",2009,2008,8,68,NA,21480,NA,203,139518,"E",NA,NA,0,NA,205.4,24.87,"E"
346,"SWINGLE HEALTH CENTER",2009,2008,9,66.8,NA,20081,NA,NA,176432,"E",3,NA,0,NA,223.7,24.89,"E"
346,"SWINGLE HEALTH CENTER",2009,2008,10,64.8,NA,24760,NA,NA,260890,"E",4,NA,0,NA,404.2,21.36,NA
346,"SWINGLE HEALTH CENTER",2009,2008,11,60.8,NA,19001,NA,NA,211466,"E",NA,NA,0,NA,277.6,14.89,NA
346,"SWINGLE HEALTH CENTER",2009,2008,12,61.6,NA,21080,NA,NA,382264,"E",NA,NA,0,NA,492.2,12.73,NA
346,"SWINGLE HEALTH CENTER",2009,2009,1,57.6,NA,17360,NA,NA,305936,"E",NA,NA,0,NA,467.6,10.77,NA
346,"SWINGLE HEALTH CENTER",2009,2009,2,55.6,NA,15801,NA,NA,308440,"E",NA,NA,0,NA,392.2,14.52,NA
346,"SWINGLE HEALTH CENTER",2009,2009,3,60.41,NA,16359,NA,NA,262145,"E",NA,NA,0,NA,382.7,11.64,NA
346,"SWINGLE HEALTH CENTER",2009,2009,4,70,NA,21760,NA,NA,306150,NA,NA,NA,0,NA,392.9,20.97,NA
346,"SWINGLE HEALTH CENTER",2009,2009,5,68.4,NA,16840,NA,NA,257987,NA,NA,"E",0,NA,315.6,13.26,NA
346,"SWINGLE HEALTH CENTER",2010,2009,6,69.59,NA,16160,NA,NA,79828,NA,NA,NA,0,NA,103.9,13.26,NA
346,"SWINGLE HEALTH CENTER",2010,2009,7,67.6,NA,24760,NA,NA,102161,NA,NA,NA,0,NA,104.2,9.96,NA
346,"SWINGLE HEALTH CENTER",2010,2009,8,74.8,NA,23160,NA,NA,149826,NA,NA,NA,0,NA,141.5,13.16,NA
346,"SWINGLE HEALTH CENTER",2010,2009,9,74.8,NA,23440,NA,NA,213491,NA,NA,NA,0,NA,284.9,19.73,NA
346,"SWINGLE HEALTH CENTER",2010,2009,10,60.8,NA,18800,NA,NA,295486,NA,NA,NA,0,NA,368.2,18.29,NA
346,"SWINGLE HEALTH CENTER",2010,2009,11,60.41,NA,18200,NA,NA,278652,NA,NA,NA,0,NA,368.1,22.43,NA
346,"SWINGLE HEALTH CENTER",2010,2009,12,62,NA,20000,NA,NA,361145,NA,NA,NA,0,NA,464.5,14.85,NA
346,"SWINGLE HEALTH CENTER",2010,2010,1,57.2,NA,17840,NA,NA,344815,NA,NA,NA,0,NA,457.4,10.07,NA
346,"SWINGLE HEALTH CENTER",2010,2010,2,55.6,NA,16359,NA,NA,274655,NA,NA,NA,0,NA,373.6,15.39,NA
346,"SWINGLE HEALTH CENTER",2010,2010,3,56.8,NA,19320,NA,NA,286154,NA,NA,NA,0,NA,378.7,13.69,NA
346,"SWINGLE HEALTH CENTER",2010,2010,4,70,"E",19520,NA,NA,282319,NA,NA,NA,0,NA,379.9,14.32,NA
346,"SWINGLE HEALTH CENTER",2010,2010,5,58.4,NA,16240,NA,319,246320,NA,NA,NA,0,NA,322.2,17.14,NA
346,"SWINGLE HEALTH CENTER",2011,2010,6,65.6,NA,21400,NA,NA,179159,NA,NA,NA,0,NA,215.9,8.63,NA
346,"SWINGLE HEALTH CENTER",2011,2010,7,63.2,NA,20999,NA,NA,156993,NA,NA,NA,0,NA,174.9,7.79,NA
346,"SWINGLE HEALTH CENTER",2011,2010,8,70,"E",21680,NA,NA,184158,NA,NA,"E",0,NA,195.6,11.68,NA
346,"SWINGLE HEALTH CENTER",2011,2010,9,66,NA,21599,NA,NA,220989,NA,3,"E",0,NA,330.8,13.8,NA
346,"SWINGLE HEALTH CENTER",2011,2010,10,70,NA,20240,NA,245,194323,NA,NA,NA,0,NA,248.1,21.82,NA
346,"SWINGLE HEALTH CENTER",2011,2010,11,66,NA,19160,NA,298,238487,NA,NA,NA,0,NA,303.5,17.18,NA
346,"SWINGLE HEALTH CENTER",2011,2010,12,55.2,NA,18880,NA,NA,318816,NA,NA,NA,0,NA,407.7,13.97,NA
346,"SWINGLE HEALTH CENTER",2011,2011,1,60,NA,15639,NA,NA,267319,NA,NA,"E",0,NA,346.1,7.71,NA
346,"SWINGLE HEALTH CENTER",2011,2011,2,62.8,NA,16959,NA,NA,291484,NA,NA,NA,0,NA,373.1,13.05,NA
346,"SWINGLE HEALTH CENTER",2011,2011,3,58.01,NA,18401,NA,NA,280819,NA,NA,NA,0,NA,360.7,13.18,NA
346,"SWINGLE HEALTH CENTER",2011,2011,4,56.39,NA,17400,NA,NA,258987,NA,NA,NA,0,NA,307.7,11.54,NA
346,"SWINGLE HEALTH CENTER",2011,2011,5,64.8,NA,18240,NA,NA,252987,NA,NA,NA,0,NA,318.7,18.48,NA
346,"SWINGLE HEALTH CENTER",2012,2011,6,66.8,NA,19520,NA,NA,167492,NA,NA,NA,0,NA,161.4,7.25,NA
346,"SWINGLE HEALTH CENTER",2012,2011,7,71.21,NA,21839,NA,NA,146828,NA,NA,NA,0,NA,141.4,5.94,NA
346,"SWINGLE HEALTH CENTER",2012,2011,8,76.4,NA,25440,NA,NA,179992,NA,NA,NA,0,NA,210.4,8.88,NA
346,"SWINGLE HEALTH CENTER",2012,2011,9,74.39,NA,24280,NA,NA,206989,NA,NA,NA,0,NA,214.9,12.38,NA
346,"SWINGLE HEALTH CENTER",2012,2011,10,76,NA,20280,NA,NA,235823,NA,NA,NA,0,NA,306.8,18.6,NA
346,"SWINGLE HEALTH CENTER",2012,2011,11,56,NA,16400,NA,NA,252319,NA,6,NA,0,NA,299.9,17.62,NA
346,"SWINGLE HEALTH CENTER",2012,2011,12,52.01,NA,15201,NA,NA,269152,NA,NA,NA,0,NA,355.9,13.8,NA
346,"SWINGLE HEALTH CENTER",2012,2012,1,53.2,NA,16119,NA,NA,277152,NA,NA,NA,0,NA,358.3,7.14,NA
346,"SWINGLE HEALTH CENTER",2012,2012,2,46,NA,15760,NA,NA,258486,NA,6,NA,0,NA,307.7,12.71,NA
346,"SWINGLE HEALTH CENTER",2012,2012,3,60.41,NA,16480,NA,345,238654,NA,NA,NA,0,NA,348.6,12.14,NA
346,"SWINGLE HEALTH CENTER",2012,2012,4,68.81,NA,19440,NA,298,235155,NA,NA,NA,0,NA,301.7,13.33,NA
346,"SWINGLE HEALTH CENTER",2012,2012,5,68,NA,19160,NA,NA,231656,NA,0,NA,0,NA,271.4,16.44,NA
346,"SWINGLE HEALTH CENTER",2013,2012,6,70.4,NA,19760,NA,NA,175992,NA,0,NA,0,NA,194.8,8.64,NA
346,"SWINGLE HEALTH CENTER",2013,2012,7,74,NA,26320,NA,109,133995,NA,0,NA,0,NA,109,7.36,NA
346,"SWINGLE HEALTH CENTER",2013,2012,8,79.61,NA,24600,NA,NA,153659,NA,0,NA,0,NA,132.6,11.31,NA
346,"SWINGLE HEALTH CENTER",2013,2012,9,70,NA,21640,NA,NA,178157,NA,NA,NA,0,NA,228.6,12.84,NA
346,"SWINGLE HEALTH CENTER",2013,2012,10,65.2,NA,20240,NA,NA,225155,NA,0,NA,0,NA,269.7,17.25,NA
346,"SWINGLE HEALTH CENTER",2013,2012,11,58.01,NA,15639,NA,NA,216989,NA,0,NA,0,NA,273.6,21.31,NA
346,"SWINGLE HEALTH CENTER",2013,2012,12,51.2,NA,13000,NA,NA,281153,NA,0,NA,0,NA,361.1,13.05,NA
346,"SWINGLE HEALTH CENTER",2013,2013,1,48.4,NA,15320,NA,NA,297984,NA,NA,NA,0,NA,374.4,9.3,NA
346,"SWINGLE HEALTH CENTER",2013,2013,2,43.2,NA,13840,NA,NA,211488,NA,0,NA,0,NA,280.4,18.57,NA
346,"SWINGLE HEALTH CENTER",2013,2013,3,55.6,NA,13959,NA,NA,267820,NA,0,NA,0,NA,349.2,13.78,NA
346,"SWINGLE HEALTH CENTER",2013,2013,4,60.41,NA,17360,NA,NA,266153,NA,0,NA,0,NA,350.8,15.45,NA
346,"SWINGLE HEALTH CENTER",2013,2013,5,57.2,NA,19280,NA,NA,228156,NA,0,NA,0,NA,277.3,8.69,NA
346,"SWINGLE HEALTH CENTER",2014,2013,6,60.41,NA,19960,NA,NA,156827,NA,0,NA,0,NA,153.2,6.4,NA
346,"SWINGLE HEALTH CENTER",2014,2013,7,72.4,NA,26041,NA,NA,144160,NA,NA,NA,0,NA,141.9,6.42,NA
346,"SWINGLE HEALTH CENTER",2014,2013,8,75.2,NA,23200,NA,NA,154992,NA,0,NA,0,NA,162.8,9.08,NA
346,"SWINGLE HEALTH CENTER",2014,2013,9,66.8,NA,19841,NA,NA,156492,NA,0,NA,0,NA,189.4,12.77,NA
346,"SWINGLE HEALTH CENTER",2014,2013,10,67.19,"E",19320,"E",275,201987,NA,NA,NA,0,NA,275.1,15.96,NA
346,"SWINGLE HEALTH CENTER",2014,2013,11,62.8,"E",15480,"E",NA,199156,NA,0,NA,0,NA,287.8,14.4,NA
346,"SWINGLE HEALTH CENTER",2014,2013,12,53.6,NA,15760,NA,NA,277651,NA,0,NA,0,NA,333.4,11.52,NA
346,"SWINGLE HEALTH CENTER",2014,2014,1,41.6,NA,15001,NA,NA,207154,NA,0,NA,0,NA,289.4,6,NA
346,"SWINGLE HEALTH CENTER",2014,2014,2,51.2,NA,15240,NA,NA,51826,NA,0,NA,0,NA,63.6,10.7,NA
346,"SWINGLE HEALTH CENTER",2014,2014,3,51.6,"E",17240,"E",NA,258319,"E",NA,NA,0,NA,282,8.26,NA
346,"SWINGLE HEALTH CENTER",2014,2014,4,70.8,"E",18761,"E",NA,264820,"E",0,NA,0,NA,264.7,9.02,NA
346,"SWINGLE HEALTH CENTER",2014,2014,5,66.8,"E",18560,"E",NA,239322,"E",NA,NA,0,NA,241.6,9.47,NA
346,"SWINGLE HEALTH CENTER",2015,2014,6,64,"E",17121,"E",NA,172325,"E",0,NA,0,NA,171.9,4.71,NA
346,"SWINGLE HEALTH CENTER",2015,2014,7,68.4,"E",22520,"E",NA,141993,"E",0,NA,0,NA,137.3,4,NA
346,"SWINGLE HEALTH CENTER",2015,2014,8,75.2,"E",19720,"E",NA,166325,"E",0,NA,0,NA,166.6,4.56,NA
346,"SWINGLE HEALTH CENTER",2015,2014,9,73.2,"E",25960,"E",NA,209323,NA,0,NA,0,NA,220.5,6.89,NA
346,"SWINGLE HEALTH CENTER",2015,2014,10,69.59,"E",26560,"E",NA,238155,NA,0,NA,0,NA,298.2,19.29,NA
346,"SWINGLE HEALTH CENTER",2015,2014,11,62.8,"E",17921,"E",NA,264652,NA,0,NA,0,NA,328.5,24.96,NA
346,"SWINGLE HEALTH CENTER",2015,2014,12,56.8,"E",15801,"E",NA,32995,NA,0,NA,0,NA,41.5,17.18,NA
346,"SWINGLE HEALTH CENTER",2015,2015,1,58.01,"E",16320,"E",NA,103492,NA,0,NA,0,NA,134.1,12.47,NA
346,"SWINGLE HEALTH CENTER",2015,2015,2,63.59,"E",18280,"E",NA,177990,NA,0,NA,0,NA,230.2,16.24,NA
346,"SWINGLE HEALTH CENTER",2015,2015,3,64.8,"E",20200,"E",NA,256154,NA,0,NA,0,NA,329.6,15.29,NA
346,"SWINGLE HEALTH CENTER",2015,2015,4,67.19,"E",19200,"E",NA,231155,NA,0,NA,0,NA,288.5,17.34,NA
346,"SWINGLE HEALTH CENTER",2015,2015,5,65.6,"E",20680,"E",NA,216656,NA,0,NA,0,NA,275.2,20.39,NA
346,"SWINGLE HEALTH CENTER",2016,2015,6,66.4,"E",25520,"E",NA,481146,NA,0,NA,0,NA,431.1,20.45,NA
346,"SWINGLE HEALTH CENTER",2016,2015,7,66,"E",25520,"E",109,125328,NA,0,NA,0,NA,109,16.47,NA
346,"SWINGLE HEALTH CENTER",2016,2015,8,74,"E",26000,"E",146,177325,NA,0,NA,0,NA,146,21.75,NA
346,"SWINGLE HEALTH CENTER",2016,2015,9,74.39,"E",26000,"E",NA,190825,"E",0,NA,0,NA,242.2,23.38,NA
346,"SWINGLE HEALTH CENTER",2016,2015,10,62.8,"E",19360,"E",NA,212322,NA,0,NA,0,NA,266.3,21.35,NA
346,"SWINGLE HEALTH CENTER",2016,2015,11,61.6,"E",19841,"E",NA,266317,NA,0,NA,0,NA,348.4,21.19,NA
346,"SWINGLE HEALTH CENTER",2016,2015,12,48.4,"E",16600,"E",NA,305983,NA,0,NA,0,NA,401.1,16.89,NA
346,"SWINGLE HEALTH CENTER",2016,2016,1,55.2,"E",16280,"E",418,326654,NA,NA,NA,0,NA,418.2,11.34,NA
346,"SWINGLE HEALTH CENTER",2016,2016,2,47.99,"E",15840,"E",NA,317488,NA,0,NA,0,NA,406.4,13.65,NA
346,"SWINGLE HEALTH CENTER",2016,2016,3,49.2,"E",15600,"E",NA,236320,NA,0,NA,0,NA,281.1,15.67,NA
346,"SWINGLE HEALTH CENTER",2016,2016,4,62.4,"E",16840,"E",NA,205489,NA,0,NA,0,NA,261.5,15.17,NA
346,"SWINGLE HEALTH CENTER",2016,2016,5,64,"E",15320,"E",NA,218656,NA,0,NA,0,NA,270.4,16.4,NA
346,"SWINGLE HEALTH CENTER",2017,2016,6,62.8,"E",18120,"E",164,173990,NA,NA,NA,0,NA,164.1,15.72,NA
346,"SWINGLE HEALTH CENTER",2017,2016,7,62.4,"E",18240,"E",NA,158493,NA,NA,NA,0,NA,122.2,16.89,NA
346,"SWINGLE HEALTH CENTER",2017,2016,8,70.4,"E",20081,"E",NA,187657,NA,NA,NA,0,NA,149.5,17.99,NA
108,"TAYLOR HALL",2007,2007,1,9.52,NA,2856,NA,NA,125001,NA,0,NA,0,NA,154.7,1.52,NA
108,"TAYLOR HALL",2007,2007,2,9.54,NA,1965,NA,98,76000,NA,0,NA,0,NA,98,3.84,NA
108,"TAYLOR HALL",2007,2007,3,8.88,NA,1775,NA,NA,65001,NA,0,NA,0,NA,85.9,5.55,NA
108,"TAYLOR HALL",2007,2007,4,8.98,NA,1813,NA,NA,70000,NA,0,NA,0,NA,88.8,4.68,"E"
108,"TAYLOR HALL",2007,2007,5,7.88,NA,2071,NA,NA,54000,NA,0,NA,0,NA,72.3,3.98,"E"
108,"TAYLOR HALL",2008,2007,6,11.94,NA,1857,NA,NA,33000,NA,0,NA,0,NA,45.6,4.1,"E"
108,"TAYLOR HALL",2008,2007,7,14.2,NA,3130,NA,NA,15001,NA,0,NA,0,NA,19.7,3.65,"E"
108,"TAYLOR HALL",2008,2007,8,11.62,NA,3029,NA,NA,21000,NA,0,NA,0,NA,37.2,4.63,NA
108,"TAYLOR HALL",2008,2007,9,11.62,NA,1707,NA,NA,19000,NA,0,NA,0,NA,21.1,6.8,NA
108,"TAYLOR HALL",2008,2007,10,11.62,NA,2003,NA,NA,57000,NA,0,NA,0,NA,77.5,4.49,NA
108,"TAYLOR HALL",2008,2007,11,9.17,NA,1656,NA,NA,62000,NA,0,NA,0,NA,77.2,5.91,NA
108,"TAYLOR HALL",2008,2007,12,9.43,NA,1534,NA,NA,62000,NA,0,NA,0,NA,75.1,5.83,NA
108,"TAYLOR HALL",2008,2008,1,8.86,NA,2065,NA,NA,80000,NA,0,NA,0,NA,101.9,1.25,"E"
108,"TAYLOR HALL",2008,2008,2,9.1,NA,1757,NA,NA,70000,NA,0,NA,0,NA,90.7,4.67,"E"
108,"TAYLOR HALL",2008,2008,3,8.47,NA,1469,NA,NA,59000,NA,0,NA,0,NA,74.2,4.57,"E"
108,"TAYLOR HALL",2008,2008,4,9.13,NA,1600,NA,71,56000,NA,0,NA,0,NA,71,4.1,"E"
108,"TAYLOR HALL",2008,2008,5,8.31,NA,1903,NA,58,50000,NA,0,NA,0,NA,58,3.61,"E"
108,"TAYLOR HALL",2009,2008,6,9.48,NA,1776,NA,NA,27000,NA,0,NA,0,NA,35.9,0.76,"E"
108,"TAYLOR HALL",2009,2008,7,11.77,NA,3437,NA,NA,12000,NA,0,NA,0,NA,14.9,1.97,"E"
108,"TAYLOR HALL",2009,2008,8,12.61,NA,965,NA,NA,8000,NA,0,NA,0,NA,11.6,3.93,"E"
108,"TAYLOR HALL",2009,2008,9,12.61,NA,1496,NA,NA,19000,NA,0,NA,0,NA,23.8,0.74,"E"
108,"TAYLOR HALL",2009,2008,10,8.6,NA,1986,NA,NA,55001,NA,0,NA,0,NA,84.4,3.84,NA
108,"TAYLOR HALL",2009,2008,11,9.21,NA,1515,NA,NA,49000,NA,0,NA,0,NA,62.3,12.87,NA
108,"TAYLOR HALL",2009,2008,12,9.01,NA,1927,NA,NA,104000,NA,0,NA,0,NA,132.9,4.04,NA
108,"TAYLOR HALL",2009,2009,1,9.56,NA,1563,NA,NA,89000,NA,0,NA,0,NA,134.1,9.68,NA
108,"TAYLOR HALL",2009,2009,2,8.84,NA,1664,NA,NA,96000,NA,0,NA,0,NA,120.4,5.61,NA
108,"TAYLOR HALL",2009,2009,3,9.52,NA,1755,NA,NA,93000,NA,0,NA,0,NA,132.9,9.53,NA
108,"TAYLOR HALL",2009,2009,4,9.3,NA,2255,NA,NA,96000,NA,0,NA,0,NA,124.3,-2.24,NA
108,"TAYLOR HALL",2009,2009,5,9.34,NA,1656,NA,NA,57000,NA,0,NA,0,NA,69.6,15.69,NA
108,"TAYLOR HALL",2010,2009,6,9.07,NA,1604,NA,NA,31000,NA,0,NA,0,NA,38.7,-11.3,"E"
108,"TAYLOR HALL",2010,2009,7,9.92,NA,2210,NA,15,15001,NA,0,NA,0,NA,15,13.9,"E"
108,"TAYLOR HALL",2010,2009,8,10.05,NA,1920,NA,15,16000,NA,0,NA,0,NA,15,-9.91,"E"
108,"TAYLOR HALL",2010,2009,9,10.05,NA,1886,NA,NA,36000,NA,0,NA,0,NA,47.3,-22.66,"E"
108,"TAYLOR HALL",2010,2009,10,8.72,NA,1719,NA,NA,84000,NA,0,NA,0,NA,104.9,15.26,"E"
108,"TAYLOR HALL",2010,2009,11,8.65,NA,1638,NA,NA,89000,NA,0,NA,0,NA,114.8,8.6,"E"
108,"TAYLOR HALL",2010,2009,12,9.16,NA,1783,NA,NA,116000,NA,0,NA,0,NA,144.2,11.96,"E"
108,"TAYLOR HALL",2010,2010,1,9.18,NA,1791,NA,NA,107000,NA,0,NA,0,NA,139.7,0.8,NA
108,"TAYLOR HALL",2010,2010,2,8.64,NA,1468,NA,NA,75001,NA,0,NA,0,NA,98.8,0.71,NA
108,"TAYLOR HALL",2010,2010,3,7.21,NA,1692,NA,NA,83000,NA,0,NA,0,NA,109.2,0.79,NA
108,"TAYLOR HALL",2010,2010,4,8.53,NA,1604,NA,NA,62000,NA,0,NA,0,NA,82.4,0.89,NA
108,"TAYLOR HALL",2010,2010,5,8.53,NA,1369,NA,NA,55001,NA,0,NA,0,NA,71.2,0.87,NA
108,"TAYLOR HALL",2011,2010,6,8.86,NA,1620,NA,NA,37000,NA,0,NA,0,NA,44.1,0.71,NA
108,"TAYLOR HALL",2011,2010,7,12.16,NA,1627,NA,NA,23000,NA,0,NA,0,NA,25.4,0.63,NA
108,"TAYLOR HALL",2011,2010,8,12.16,NA,1852,NA,NA,29000,NA,0,NA,0,NA,30.5,0.65,NA
108,"TAYLOR HALL",2011,2010,9,8.08,NA,1527,NA,NA,49000,NA,0,NA,0,NA,72.7,0.67,NA
108,"TAYLOR HALL",2011,2010,10,8,NA,1529,NA,53,42000,NA,0,NA,0,NA,53,0.77,NA
108,"TAYLOR HALL",2011,2010,11,8.33,NA,1591,NA,NA,83000,NA,0,NA,0,NA,103.7,0.51,NA
108,"TAYLOR HALL",2011,2010,12,7.75,NA,1729,NA,NA,108000,NA,0,NA,0,NA,137.6,0.49,NA
108,"TAYLOR HALL",2011,2011,1,7.97,NA,1601,NA,111,87000,NA,0,NA,0,NA,111,0.6,NA
108,"TAYLOR HALL",2011,2011,2,7.4,NA,1607,NA,NA,96000,NA,0,NA,0,NA,119.8,0.62,NA
108,"TAYLOR HALL",2011,2011,3,8.66,NA,1774,NA,NA,81000,NA,0,NA,0,NA,102.5,0.59,NA
108,"TAYLOR HALL",2011,2011,4,8.46,NA,1559,NA,NA,63000,NA,0,NA,0,NA,73.4,0.69,NA
108,"TAYLOR HALL",2011,2011,5,7.97,NA,1639,NA,NA,53000,NA,0,NA,0,NA,66.4,0.73,NA
108,"TAYLOR HALL",2012,2011,6,9.21,NA,1747,NA,NA,31000,NA,0,NA,0,NA,29.2,0.95,NA
108,"TAYLOR HALL",2012,2011,7,13.08,NA,2125,NA,NA,13000,NA,0,NA,0,NA,12.3,0.61,NA
108,"TAYLOR HALL",2012,2011,8,11.75,NA,2046,NA,NA,11000,NA,0,NA,0,NA,12.8,0.68,NA
108,"TAYLOR HALL",2012,2011,9,11.95,NA,1726,NA,NA,7000,NA,0,NA,0,NA,7.2,0.6,NA
108,"TAYLOR HALL",2012,2011,10,11.95,NA,1767,NA,NA,42000,NA,0,NA,0,NA,53.8,0.78,NA
108,"TAYLOR HALL",2012,2011,11,8.54,NA,1462,NA,NA,75001,NA,0,NA,0,NA,87.4,1.69,NA
108,"TAYLOR HALL",2012,2011,12,8.54,NA,1628,NA,NA,82000,NA,0,NA,0,NA,106.3,1.02,NA
108,"TAYLOR HALL",2012,2012,1,8.54,NA,1870,NA,NA,91000,NA,0,NA,0,NA,115.9,0.84,NA
